https://data.cdc.gov/NCHS/Weekly-Counts-of-Deaths-by-State-and-Select-Causes/muzy-jte6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Pennsylvania,2019,23,6/8/2019,2482,2260,44,519,70,78,30,118,54,56,49,578,121,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,24,6/15/2019,2465,2225,43,529,69,67,35,124,43,57,36,596,97,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,25,6/22/2019,2427,2204,39,488,64,73,40,127,37,48,34,602,136,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,26,6/29/2019,2444,2217,36,506,73,75,40,109,35,46,50,614,108,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,27,7/6/2019,2465,2231,44,495,84,57,38,118,51,38,48,602,119,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,28,7/13/2019,2377,2137,46,504,70,66,42,103,39,49,39,567,109,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,29,7/20/2019,2426,2197,33,529,69,84,32,116,49,47,38,560,117,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,30,7/27/2019,2469,2226,45,557,59,67,32,104,44,37,44,592,127,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,31,8/3/2019,2379,2160,40,520,58,73,38,117,41,54,59,550,120,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,32,8/10/2019,2468,2226,30,528,65,66,39,120,46,61,63,588,114,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,33,8/17/2019,2433,2211,37,542,68,65,41,109,31,52,41,564,141,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,34,8/24/2019,2395,2161,38,552,71,66,31,102,41,59,32,556,105,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,35,8/31/2019,2372,2158,42,548,57,64,30,90,34,45,50,556,125,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,36,9/7/2019,2399,2149,34,503,62,64,27,111,35,57,53,560,135,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,37,9/14/2019,2418,2215,52,491,56,86,34,108,43,52,59,582,139,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,38,9/21/2019,2456,2235,49,525,69,67,32,103,38,51,48,605,126,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,39,9/28/2019,2480,2252,45,544,61,79,30,104,39,56,48,618,143,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,40,10/5/2019,2424,2201,40,566,74,78,33,91,48,60,55,542,112,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,41,10/12/2019,2484,2267,41,529,61,91,27,121,47,44,52,579,125,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,42,10/19/2019,2670,2433,49,563,80,96,46,115,47,69,55,589,124,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,43,10/26/2019,2583,2345,43,547,56,93,37,103,44,60,60,588,128,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,44,11/2/2019,2602,2361,44,543,68,90,32,111,32,48,47,637,140,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,45,11/9/2019,2632,2383,57,546,75,78,32,98,43,59,53,633,132,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,46,11/16/2019,2726,2495,37,588,67,88,49,129,59,63,54,600,152,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,47,11/23/2019,2608,2391,45,533,71,82,31,120,46,52,58,616,142,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,48,11/30/2019,2669,2436,42,533,68,93,29,109,54,64,54,658,132,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,49,12/7/2019,2723,2477,53,559,63,104,45,125,28,52,53,655,133,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,50,12/14/2019,2783,2533,46,540,71,90,49,124,40,72,56,654,152,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,51,12/21/2019,2797,2567,56,581,79,102,51,125,55,70,58,630,135,0,0,,,,,,,,,,,,,,,
Pennsylvania,2019,52,12/28/2019,2770,2502,53,533,88,98,51,107,40,63,47,657,154,0,0,,,,,,,,,,,,,,,
Pennsylvania,2020,1,1/4/2020,2753,2543,49,557,64,74,81,134,56,56,65,653,149,0,0,,,,,,,,,,,,,,,
Pennsylvania,2020,2,1/11/2020,2809,2594,50,570,77,75,60,151,58,57,68,699,143,0,0,,,,,,,,,,,,,,,
Pennsylvania,2020,3,1/18/2020,2816,2601,60,576,76,83,70,140,56,39,67,636,161,0,0,,,,,,,,,,,,,,,
Pennsylvania,2020,4,1/25/2020,2697,2478,40,561,80,67,69,121,61,65,56,636,144,0,0,,,,,,,,,,,,,,,
Pennsylvania,2020,5,2/1/2020,2550,2346,48,550,71,72,62,123,43,58,44,553,133,0,0,,,,,,,,,,,,,,,
Pennsylvania,2020,6,2/8/2020,2538,2333,43,476,67,66,56,130,58,62,50,630,110,0,0,,,,,,,,,,,,,,,
Pennsylvania,2020,7,2/15/2020,2390,2215,40,481,61,82,57,128,50,56,42,573,122,0,0,,,,,,,,,,,,,,,
Pennsylvania,2020,8,2/22/2020,2162,2019,30,455,58,60,38,119,33,41,44,551,99,0,0,,,,,,,,,,,,,,,
Pennsylvania,2020,9,2/29/2020,2081,1902,36,421,56,59,54,90,28,48,57,495,117,0,0,,,,,,,,,,,,,,,
Pennsylvania,2020,10,3/7/2020,1955,1780,27,398,64,64,57,109,37,38,46,447,93,0,0,,,,,,,,,,,,,,,
Pennsylvania,2020,11,3/14/2020,2095,1905,36,451,52,48,67,112,28,48,57,458,101,0,0,,,,,,,,,,,,,,,
Pennsylvania,2020,12,3/21/2020,2231,2033,39,431,55,69,80,105,36,56,49,500,112,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Pennsylvania,2020,13,3/28/2020,2595,2409,37,504,67,89,74,144,48,60,73,585,132,51,50,,,,,,,,,,,,,,,
Pennsylvania,2020,14,4/4/2020,2889,2684,50,501,97,91,65,125,45,58,74,641,129,206,192,,,,,,,,,,,,,,,
Pennsylvania,2020,15,4/11/2020,3354,3162,48,514,92,93,70,122,46,69,102,642,163,621,604,,,,,,,,,,,,,,,
Pennsylvania,2020,16,4/18/2020,3625,3437,52,517,98,108,62,112,39,69,89,676,129,890,842,,,,,,,,,,,,,,,
Pennsylvania,2020,17,4/25/2020,3664,3481,34,528,104,101,49,132,34,59,89,654,136,1025,955,,,,,,,,,,,,,,,
Pennsylvania,2020,18,5/2/2020,3401,3220,30,526,84,96,43,125,36,58,98,560,136,853,809,,,,,,,,,,,,,,,
Pennsylvania,2020,19,5/9/2020,3344,3147,42,509,63,87,31,101,41,53,92,644,125,840,789,,,,,,,,,,,,,,,
Pennsylvania,2020,20,5/16/2020,3176,2999,44,510,83,89,29,84,34,58,97,620,114,695,649,,,,,,,,,,,,,,,
Pennsylvania,2020,21,5/23/2020,2866,2695,40,503,69,68,36,96,33,48,127,553,122,502,466,,,,,,,,,,,,,,,
Pennsylvania,2020,22,5/30/2020,2693,2523,25,497,77,73,35,104,28,47,116,525,119,344,313,,,,,,,,,,,,,,,
Pennsylvania,2020,23,6/6/2020,2599,2419,42,474,73,73,21,96,41,45,151,529,109,264,237,,,,,,,,,,,,,,,
Pennsylvania,2020,24,6/13/2020,2441,2296,41,512,61,57,32,96,31,49,150,527,121,187,160,,,,,,,,,,,,,,,
Pennsylvania,2020,25,6/20/2020,2267,2148,32,490,56,57,28,88,33,43,171,491,100,132,110,,,,,,,,,,,,,,,
Pennsylvania,2020,26,6/27/2020,1706,1651,31,381,43,63,20,57,27,31,148,372,87,36,35,,,,,,,,,,,,,,,
Puerto Rico,2019,1,1/5/2019,664,614,20,101,86,46,18,29,,18,13,113,21,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2019,2,1/12/2019,612,560,21,76,72,32,24,28,10,19,,138,21,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Puerto Rico,2019,3,1/19/2019,637,594,19,84,79,51,17,23,10,21,11,127,24,0,0,,,,,,,,,,,,,,,
Puerto Rico,2019,4,1/26/2019,630,589,22,76,68,42,21,32,14,17,,130,19,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Puerto Rico,2019,5,2/2/2019,625,576,18,120,66,45,23,28,,18,,98,23,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Puerto Rico,2019,6,2/9/2019,622,585,18,102,65,30,28,25,,20,10,127,28,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2019,7,2/16/2019,629,592,11,102,73,54,19,26,,18,,125,27,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Puerto Rico,2019,8,2/23/2019,576,551,,79,72,36,28,15,10,23,18,118,30,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Puerto Rico,2019,9,3/2/2019,590,548,14,88,58,50,14,29,,24,,111,27,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Puerto Rico,2019,10,3/9/2019,573,533,12,107,67,39,13,22,,21,12,92,25,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2019,11,3/16/2019,558,515,12,93,62,40,14,25,,13,11,96,27,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2019,12,3/23/2019,571,533,17,119,47,50,14,24,,13,,99,19,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Puerto Rico,2019,13,3/30/2019,531,490,10,88,55,34,13,25,,11,14,110,18,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2019,14,4/6/2019,522,486,10,85,48,43,15,15,10,17,,104,30,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Puerto Rico,2019,15,4/13/2019,527,495,16,89,47,62,12,25,,12,,83,24,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Puerto Rico,2019,16,4/20/2019,536,500,11,92,56,52,16,26,13,13,12,67,17,0,0,,,,,,,,,,,,,,,
Puerto Rico,2019,17,4/27/2019,571,543,18,106,44,47,21,21,12,29,,111,20,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Puerto Rico,2019,18,5/4/2019,570,537,18,110,62,39,16,25,,15,,109,22,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Puerto Rico,2019,19,5/11/2019,533,492,,81,59,47,17,23,,21,,98,29,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Puerto Rico,2019,20,5/18/2019,580,540,15,104,59,54,12,25,,13,14,101,30,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2019,21,5/25/2019,615,579,15,118,51,54,19,36,11,15,14,107,24,0,0,,,,,,,,,,,,,,,
Puerto Rico,2019,22,6/1/2019,580,547,18,106,76,40,15,33,10,20,10,98,16,0,0,,,,,,,,,,,,,,,
Puerto Rico,2019,23,6/8/2019,584,547,14,97,59,42,18,33,,21,12,96,28,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2019,24,6/15/2019,567,528,,107,64,49,15,17,,12,16,109,29,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2019,25,6/22/2019,587,542,,112,54,64,,26,10,19,11,106,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Puerto Rico,2019,26,6/29/2019,599,559,,116,69,55,15,27,11,13,14,103,20,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Puerto Rico,2019,27,7/6/2019,592,563,15,94,69,62,14,22,10,16,20,104,18,0,0,,,,,,,,,,,,,,,
Puerto Rico,2019,28,7/13/2019,589,552,10,94,65,58,12,22,,11,16,107,15,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2019,29,7/20/2019,572,531,10,104,53,42,13,30,11,21,,103,21,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Puerto Rico,2019,30,7/27/2019,519,486,,97,58,30,13,19,,,11,109,,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Puerto Rico,2019,31,8/3/2019,515,495,18,81,51,46,18,22,13,19,10,94,26,0,0,,,,,,,,,,,,,,,
Puerto Rico,2019,32,8/10/2019,541,501,20,104,42,38,11,19,,10,,100,24,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Puerto Rico,2019,33,8/17/2019,565,524,13,101,59,36,10,24,16,,15,109,13,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Puerto Rico,2019,34,8/24/2019,528,497,13,93,52,54,15,21,,,15,103,23,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Puerto Rico,2019,35,8/31/2019,541,509,,106,53,40,16,37,,15,16,92,15,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2019,36,9/7/2019,516,490,12,87,50,33,14,22,11,14,17,85,22,0,0,,,,,,,,,,,,,,,
Puerto Rico,2019,37,9/14/2019,568,524,,87,60,52,12,18,,16,22,106,15,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2019,38,9/21/2019,550,510,11,108,56,34,17,24,,17,26,87,22,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2019,39,9/28/2019,558,528,15,107,55,37,,23,11,10,14,113,13,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Puerto Rico,2019,40,10/5/2019,516,486,14,100,51,44,10,27,,,14,77,20,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Puerto Rico,2019,41,10/12/2019,525,471,14,83,67,37,11,21,,11,,105,17,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Puerto Rico,2019,42,10/19/2019,568,524,10,84,58,46,19,29,12,15,,104,27,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Puerto Rico,2019,43,10/26/2019,528,487,12,90,48,28,10,31,13,,,103,30,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Puerto Rico,2019,44,11/2/2019,534,486,14,92,51,42,15,23,,13,,82,12,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Puerto Rico,2019,45,11/9/2019,589,548,13,101,52,48,16,20,14,14,13,110,25,0,0,,,,,,,,,,,,,,,
Puerto Rico,2019,46,11/16/2019,549,519,11,97,45,57,15,25,10,18,11,101,20,0,0,,,,,,,,,,,,,,,
Puerto Rico,2019,47,11/23/2019,581,551,17,96,61,42,,27,11,15,12,118,23,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Puerto Rico,2019,48,11/30/2019,625,574,,113,64,53,12,29,,25,21,93,27,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2019,49,12/7/2019,558,533,15,109,62,46,,26,,16,16,92,23,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Puerto Rico,2019,50,12/14/2019,532,499,,93,56,39,15,21,,16,17,88,27,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2019,51,12/21/2019,579,536,17,93,59,34,11,25,12,17,11,102,22,0,0,,,,,,,,,,,,,,,
Puerto Rico,2019,52,12/28/2019,556,514,11,96,53,39,22,20,,13,,100,20,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Puerto Rico,2020,1,1/4/2020,552,520,,92,58,35,12,19,13,,17,109,29,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Puerto Rico,2020,2,1/11/2020,588,559,16,102,57,52,14,24,,14,21,105,25,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2020,3,1/18/2020,649,602,16,105,75,42,23,16,,25,19,118,22,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2020,4,1/25/2020,620,584,13,106,64,43,19,15,,13,18,113,34,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2020,5,2/1/2020,582,542,13,95,72,40,21,21,12,18,23,101,17,0,0,,,,,,,,,,,,,,,
Puerto Rico,2020,6,2/8/2020,601,567,13,107,62,40,25,19,13,21,13,101,28,0,0,,,,,,,,,,,,,,,
Puerto Rico,2020,7,2/15/2020,614,582,16,106,60,53,22,27,10,13,18,100,20,0,0,,,,,,,,,,,,,,,
Puerto Rico,2020,8,2/22/2020,611,570,13,113,65,41,15,22,,21,15,104,18,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2020,9,2/29/2020,616,594,17,110,60,52,21,15,,24,14,104,32,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2020,10,3/7/2020,614,572,16,98,63,47,27,17,,12,20,115,28,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2020,11,3/14/2020,590,558,15,99,57,47,22,27,11,19,16,102,14,0,0,,,,,,,,,,,,,,,
Puerto Rico,2020,12,3/21/2020,623,598,,114,63,55,29,19,,17,13,120,26,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Puerto Rico,2020,13,3/28/2020,634,610,10,94,68,58,16,29,,26,26,130,26,11,,,,,,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9)
Puerto Rico,2020,14,4/4/2020,568,549,15,109,68,53,17,19,,14,12,87,22,18,17,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2020,15,4/11/2020,589,573,14,98,66,53,12,27,,24,15,105,32,22,19,,,,,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2020,16,4/18/2020,546,525,14,91,54,58,17,18,,14,,97,15,20,12,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Puerto Rico,2020,17,4/25/2020,527,506,,94,74,47,12,18,,12,18,83,19,16,12,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2020,18,5/2/2020,517,497,,92,52,43,10,21,,18,14,94,18,14,12,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Puerto Rico,2020,19,5/9/2020,530,511,15,103,55,50,13,24,,,11,95,25,10,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
Puerto Rico,2020,20,5/16/2020,498,474,,78,49,59,10,12,,20,10,88,27,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Puerto Rico,2020,21,5/23/2020,497,475,13,99,50,44,10,10,11,19,13,82,10,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Puerto Rico,2020,22,5/30/2020,492,471,,87,50,39,10,25,,17,11,89,16,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Puerto Rico,2020,23,6/6/2020,439,422,,84,41,45,10,16,,17,,81,18,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Puerto Rico,2020,24,6/13/2020,374,355,,72,31,36,,,,,10,75,17,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Puerto Rico,2020,25,6/20/2020,178,176,,39,18,10,,,0,,,40,14,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Puerto Rico,2020,26,6/27/2020,104,104,0,16,11,15,,,,,,22,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Rhode Island,2019,1,1/5/2019,203,181,,41,,,,12,,,,49,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,2,1/12/2019,226,212,,49,10,11,,17,,0,,53,,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,3,1/19/2019,240,217,,42,,17,,10,,,,56,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,4,1/26/2019,220,205,,43,,,,12,,,,56,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,5,2/2/2019,228,209,,50,,,,13,,,,58,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,6,2/9/2019,229,210,,41,,13,,13,,,0,65,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2019,7,2/16/2019,206,193,,41,,11,,12,,,,37,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,8,2/23/2019,210,194,,35,,15,,,,,,50,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,9,3/2/2019,202,181,0,38,,,,,0,,,57,11,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,10,3/9/2019,238,216,0,39,,10,,12,,,,63,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,11,3/16/2019,225,208,,46,,,,,,,,57,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,12,3/23/2019,208,188,,38,,,,,,,,48,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,13,3/30/2019,193,179,,44,,,,11,,,,47,14,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,14,4/6/2019,220,201,,39,,,,12,,,,54,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,15,4/13/2019,203,188,,47,,16,,14,,0,,45,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,16,4/20/2019,200,186,,43,,,,10,,,,34,14,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,17,4/27/2019,168,152,,45,,,,,,0,,53,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,18,5/4/2019,213,191,,49,,12,,12,,,0,46,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2019,19,5/11/2019,197,171,,44,,,,14,,,,44,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Rhode Island,2019,20,5/18/2019,220,207,,42,,11,,,,,,55,13,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Rhode Island,2019,21,5/25/2019,190,170,,33,,,,12,,,0,37,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Rhode Island,2019,22,6/1/2019,163,144,0,45,,,,,0,,0,38,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Rhode Island,2019,23,6/8/2019,201,183,,50,,10,,10,,,0,42,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
